,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,task,db,qlength,fitting,sum_coverage,sum_lengths,source
0,KK6_CL124_TR_1_x_333nt,BSCL156-1,100.0,37,0,0,56,92,37,1,1.05e-14,69.4,megablast,ref,333,partial,0.1111111111111111,37,KK6
1,KK6_CL2_TR_1_x_339nt,AB003226.1,91.613,155,13,0,2,156,368,214,6.31e-55,215.0,megablast,ncbi_x3,1017,partial,0.15142576204523106,154,KK6
2,KK6_CL2_TR_1_x_339nt,AB003227.1,90.323,155,12,1,2,156,364,213,1.77e-50,200.0,megablast,ncbi_x3,1017,partial,0.15142576204523106,154,KK6
3,KK6_CL2_TR_1_x_339nt,AB003228.1,91.324,219,17,2,618,836,426,210,6.09e-80,298.0,megablast,ncbi_x3,1017,partial,0.5732546705998034,583,KK6
4,KK6_CL2_TR_1_x_339nt,AB003229.1,93.953,215,11,2,620,834,426,214,1.01e-87,324.0,megablast,ncbi_x3,1017,partial,0.6293018682399213,640,KK6
5,KK6_CL2_TR_1_x_339nt,AB003230.1,91.613,155,13,0,2,156,368,214,6.31e-55,215.0,megablast,ncbi_x3,1017,partial,0.15142576204523106,154,KK6
6,KK6_CL2_TR_1_x_339nt,AB003231.1,90.323,155,15,0,2,156,367,213,1.37e-51,204.0,megablast,ncbi_x3,1017,partial,0.15142576204523106,154,KK6
7,KK6_CL2_TR_1_x_339nt,AB003232.1,92.157,153,12,0,4,156,367,215,1.76e-55,217.0,megablast,ncbi_x3,1017,partial,0.14945919370698132,152,KK6
8,KK6_CL2_TR_1_x_339nt,AB003233.1,92.258,155,12,0,2,156,367,213,1.36e-56,220.0,megablast,ncbi_x3,1017,partial,0.15142576204523106,154,KK6
9,KK6_CL2_TR_1_x_339nt,AB003234.1,92.258,155,12,0,2,156,368,214,1.36e-56,220.0,megablast,ncbi_x3,1017,partial,0.15142576204523106,154,KK6
